"12,419",TOTAL HH,"66,756",TOTAL IND,,,,,,,,,,,,,,,,,SITE MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,PLACE OF ORIGIN,,,,,,,,DEMOGRAPHICS,,,,,,,,,,,,,,SPECIAL NEEDS,,,,,,,,MOBILITY,,,,,,,,SHELTER / NFIs,,,,,,,,,,,,,,,,WASH,,,,,,,,,,,,,,,,,,,FOOD AND NUTRITION,,,,,,,HEALTH,,,,,,,,,,,,EDUCATION,,,,,LIVELIHOOD,,,,,,,,,PROTECTION,,,,,,,,,,,,,,,,,,,,COMMUNICATION,,,,,,,Other
NEPAL DTM - Round 2 Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.1.c.1 Site ID (SSID),1.1.d.1 Site Name,1.1.a.2 Survey Round,1.1.a.1 Survey date (DD.MM.YYYY),1.1.e.2 Zone,1.1.e.3District,1.1.e.4 VDC,1.1.f.2 Site GPS Latitude,1.1.f.1 Site GPS Longitude,1.4.a.2 Site open?,1.4.c.1 Closing Date (DD.MM.YYYY),1.3.a.1 Site Classification,1.3.b.1 Site Type,"If other, please specify",1.4.a.1 Site start/open date (DD.MM.YYYY),1.4.b.1 Site Expected Closing Date,1.1.i.1 Accessibility to site,1.3.d.1 Ownership of land of site,1.3.c.1 What is the most common type of shelter,"If other or No Answer, please specify",1.2.b.1 Is there a Site Management Committee (SMC) at the site?,1.2.b.10 % of women participating in the Site Management Committee (SMC),1.2.b.2 Is the site management committee (SMC) made up from the community at the site?,1.2.b.7 SMC member name or focal point at site,1.2.b.8 SMC member phone number,1.2.c.1 Is there a Site Management Agency (SMA) at the site?,1.2.c.2 Type of SMA,"If other, Specify.",1.2.c.3 Name of SMA,1.2.c.4 SMA member name or focal point at site,1.2.c.5 SMA member phone number,1.2.a.1 Is there any registration activity/IDP List Maintained,1.2.n.1 Is WASH support being provided at the site ?,If yes who provides the service?,1.2.o.1 Is HEALTH support being provided at the site,If yes who provides the service?,1.2.p.1 Is SHELTER/NFI support provided at the site ?,If yes who provides the service?,1.2.q.1 Is FOOD support provided at the site ?,If yes who provides the service?,1.2.r.1 Is PROTECTION support provided at the site ?,If yes who provides the service?,1.2.s.1 Is EDUCATION support provided at the site ?,If yes who provides the service?,1.2.t.1 Is LIVELIHOOD support being provided at the site?,If yes who provides the service?,1.5.b.2 Place of Origin of the largest IDP group in camp (Zone),1.5.b.2 Place of Origin of the largest IDP group in camp (District),1.5.b.2 Place of Origin of the largest IDP group in camp (VDC),1.5.b.2 Place of Origin of the largest IDP group in camp (Ward),1.5.c.2 Place of Origin of the second largest IDP group (Zone),1.5.c.2 Place of Origin of the second largest IDP group District),1.5.c.2 Place of Origin of the second largest IDP group (VDC),1.5.c.2 Place of Origin of the second largest IDP group (Ward),2.1.a.1 Total Number of IDP Families/HHs,2.1.c.1 Number of Males by age: <1 year,2.1.c.1 Number of Males by age: 1-5 year,2.1.c.1 Number of Males by age: 6-17 year,2.1.c.1 Number of Males by age: 18-59 year,2.1.c.1 Number of Males by age: 60+ year,2.1.b.2 Total number of IDP Male Individuals,2.1.d.1 Number of Females by age: <1 year,2.1.d.1 Number of Females by age: 1-5 year,2.1.d.1 Number of Females by age: 6-17 year,2.1.d.1 Number of Females by age: 18-59 year,2.1.d.1 Number of Females by age: 60+ year,2.1.b.2 Total number of IDP Female Individuals,2.1.b.2 Total number of IDP,2.2.c.1 Number of pregnant women,2.2.d.1 Number of breastfeeding mothers,2.2.g.1 Number of persons with Disabilities,2.2.f.1 Number of Persons with Chronic Diseases or Serious Medical Conditions,2.2.n.1 Number of single female-headed households,2.2.p.1 Number of child-headed households,2.2.x.3 Number of elderly-headed households,2.2.u.1 Number of members of marginalized caste/ethnicity,2.3.c.1 Date of arrival of first IDP group,2.3.c.2 Date of arrival of last IDP group,2.3.e.1 Area of intended return for largest IDP group,2.3.b.4 Have IDPs previously been displaced,2.3.e.7 What is preventing the largest IDP group from returning home?,"If other, please specify",2.3.g.1 Estimated % of IDPs sleeping in the site,2.3.f.1 Is there relocation plan for the IDPs?,3.1.a.1 Percentage of HH living outside (no shelter),3.1.b.1 Percentage of HH living in tents,3.1.c.1 Percentage of HH living in makeshift shelters,3.1.d.1 Percentage of HH living indoors (solid walls),3.2.a.1 Percentage of HH with access to electricity,3.2.b.1 Percentage of HH with access to safe cooking facilities,3.2.c.1 Percentage of HH with private living area,3.7.c.2 Percentage of HH with mosquito nets,3.7.j.1 Most needed type of NFI,"If other or No Answer, please specify",3.7.j.2 Second most needed type of NFI,"If other or No Answer, please specify",3.7.j.3 Third most needed type of NFI,"If other or No Answer, please specify",3.8.b.1 Is there a need for shelter repair materials,3.8.b.1 Is there a need for tools for shelter construction?,"4.1.a.1 Location of site's main water source (walking, one-way)",4.1.b.1 Main non-drinking water source provided or available,"If other, please specify",4.1.f.1 What is the main drinking water source provided or available,"If other, please specify",4.2.a.1 Average amount of water available per day and per person,4.3.e.1 What is the main problem with the water?,"If other, please specify",4.4.j.1 Condition of most of the latrines,4.4.a.1 Number of functioning toilets available on-site,4.8.b.1 Do toilets and bathrooms have locks from the inside,4.1.g.1 Is the drinking water potable ?,4.4.b.1 Availability of separate male and female toilets,4.5.b.1 Availability of separate male and female bathing areas,4.6.a.1 Garbage Disposal Type,"If other, please specify",4.4.n.1 Evidence of open defecation?,4.7.g.1 Availability of hand-washing station filled in with water and soap close to the toilets?,4.7.g.2 Evidence of hand-washing practices?,"5.1.a.1 Is there access to food (distribution, vouchers, trade, fishing€)",5.1.e.1 Is there access to a market near from the site?,5.1.d.1 Most common source for obtaining food,"If other, please specify","6.1.a.1 Screening for malnutrition conducted in the area? (i.e. weight, height, mid-upper arm circumference screening)",6.1.b.1 Availability of supplementary feeding for pregnant and lactating mothers,6.1.c.1 Availability of supplementary feeding for children,7.1.b.1 What is the most prevalent health problem at the site,"If other, please specify",7.1.b.2 What is the second most prevalent health problem at the site,"If other, please specify",7.1.b.3 What is the third most prevalent health problem at the site,"If other, please specify",7.2.a.1 Access to health facilities,7.2.a.4 Do most women utilize health facilities?,7.2.b.1 Location of health facilities/services,7.2.c.2 Who provides health facilities/services,"If other, please specify",7.2.a.3 Regular access to medicine,8.1.b.1 Access to formal/informal education services for children from displaced HHs,8.2.b.1 Distance to nearest education facility,"8.3.a.2 Of children in site attending school, what % are girls?","8.3.a.2 Of children in site attending school, what % are boys?",8.2.a.1 Location of formal/informal education facilities/services for children from displaced HHs,9.1.a.1 Occupation/trade of majority of displaced households (coping mechanism),"If other, please specify",9.2.h.1 Percentage of HH in the site with a source of income,9.2.i.1 Access to income generating activities,9.2.k.1 Do the majority of HHs in the site receive remittances?,9.3.a.2 Is there livestock on site,9.1.c.1 Do IDPs have access to land for cultivation?,"11.3.b.1 Do any recruiters come to the site for day labour, domestic work or working abroad?","11.3.a.2 if yes, to which city/country",10.1.a.2 Is there security on-site/settlement areas,10.1.e.1 Are security incidents reported in the site,10.1.b.1 Who provides main security in the site,"If other, please specify",10.2.g.1 Most common type of security incidents reported/known occurring in the settlement area,"If others, please specify",10.2.g.5 Are security incidents commonly reported in the community before the earthquake?,10.2.i.4 Most reported problem in receiving support,"If other, please specify",10.1.c.1 Number of children friendly spaces,10.1.d.1 Number of women friendly spaces,10.1.f.1 Do the majority of people have identification card or other documentation?,10.2.j.2 Reporting/referral mechanism for GBV survivors,10.2.t.2 Are women segregated during menstruation?,"If yes, where do they go?",10.2.t.1 Are there issues of discrimination towards minority groups?,10.3.a.1 Do men feel safe in site?,10.3.a.2 Do children feel safe in site,10.3.a.3 Do women feel safe at the site,"10.1.s.1 Is there adequate lighting in the majority of communal point (WASH facilities, public spaces€)",11.1.a.1 Where do residents mostly get their information from?,"If other, please specify",11.2.c.1 Are complaints being reported?,"11.2.c.2 If yes, to whom?",11.1.c.1 What is the main topic on which the community is requesting information on?,"If other, please specify",11.1.h.1 Is everyone aware that donations do not need to be exchanged for anything?,Site classification
16,National Academy,2,21/05/2015,Bagmati,Kathmandu, Kathmandu Metropolitan ,27.7089,85.3208,Yes,,Spontaneous,Collective Settlement / Centre,,12/5/15,<2 weeks,Yes,Public / Government,Tents / Temporary shelter,,Yes,<25%,No,,,Yes,Local NGO,,,,,No,Yes,NGO,Yes,NGO,Yes,NGO,Yes,NGO,Yes,Police,Yes,NGO,Unknown,,Bagmati,Kathmandu,,,,,,,15,2,4,0,17,4,27,2,2,0,24,6,34,61,2,22,1,25,0,0,15,0,12/5/15,12/5/15,Place of origin,Unknown,Lack of safety,,> 75%,Yes,None,None,More than 75%,None,More than 75%,More than 75%,< 50%,More than 75%,Soap,,None,,None,Indoor games for kids,Yes,Yes,On-site (<20 minutes),Water truck,,Water truck,,>15 liters,None,,No latrines,0,No,Yes,No,Unknown,Burning,,No,Yes,No,"Yes, on-site",Yes,Distribution,,Yes,Yes,Yes,None,,None,,None,,Yes,Yes,On-site (<3 km),NGOs,,Yes,Yes,On-site (<20minutes),<50%,>75%,Onsite,Employed,,50.00%,Yes,No,No,No,No,,Yes,No,Police,,None,,No,None,,1,1,Yes,No,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Radio / News,,Unknown,,Unknown,,Yes,Site
17,Election Commision Office,2,22/05/2015,Bagmati,Kathmandu, Kathmandu Metropolitan ,27.7121,85.3145,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,None,Yes,,,Yes,Government,,,,,Yes,Yes,Municipalities,Yes,INGO NGO,No,,No,,Yes,Unknown,No,,No,,Bagmati,Kathmandu,Kathmandu Metropolitan,Kathmandu Metropolitan,Bagmati,Kathmandu,Kathmandu Metropolitan,29,97,8,36,24,138,20,226,4,22,32,156,16,230,456,10,0,3,30,0,0,0,0,25/04/2014,12/5/15,Place of origin,Unknown,Unknown,,> 75%,Unknown,None,More than 75%,< 25%,None,< 25%,< 75%,None,None,None,,None,,Soap,,No,Yes,On-site (<20 minutes),None,,Water truck,,>15 liters,None,,Good,6,Yes,Yes,Yes,No,Garbage pit,,No,Yes,No,No,Yes,Cash,,Unknown,No,No,None,,None,,None,,Yes,No,Off-site (<3 km),Local clinic,,No,No,Unknown,,,,None,,0.00%,Yes,No,No,No,No,,Yes,No,Other,Armed Police Force,,,No,None,,0,0,Yes,No,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Radio / News,,No,,None,,Yes,Site
18,Social Welfare Council,2,21/05/2015,Bagmati,Kathmandu, Kathmandu Metropolitan ,27.7166,85.3153,Yes,,Pre identified site / Open Space,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,Yes,"Ward,police",Yes,"Ward,police",No,,Yes,Na,No,,No,,Bagmati,Kathmandu,Kathmandu Metropolitan,27,Bagmati,Kathmandu,Kathmandu Metropolitan,Na,91,0,4,16,31,9,60,1,4,19,32,7,63,123,0,0,0,0,0,0,0,0,25/05/2015,24/05/2015,Habitual resident,Unknown,Basic infrastructures damage,,Unknown,Unknown,< 75%,< 75%,< 75%,< 75%,Unknown,None,None,Unknown,Plastic sheeting,,None,,None,,Yes,Unknown,On-site (<20 minutes),Water truck,,Water truck,,Unknown,None,,Not so good,4,No,No,No,No,Garbage pit,,No,None,No,No,Yes,Cultivated,,No,No,No,None,,None,,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,Employed,,0.00%,No,No,No,No,No,,Yes,No,Police,,,,Unknown,None,,0,0,No,No,No,,Unknown,Yes,Yes,Yes,No lighting,Families & friends,,Yes,Ward office,Unknown,,Unknown,Site
20,Sallaghari Tinkune,2,21/05/2015,Bagmati,Bhaktapur,Katunje,27.6732,85.4073,Yes,,Pre identified site / Open Space,Collective Settlement / Centre,,25/04/2015,<2 weeks,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,No,,No,,No,,No,,No,,Bagmati,Sindhupalchok,Gati,"8,9",Bagmati,Sindhupalchok,Mangkha,1,20,2,8,10,50,2,72,0,2,24,50,6,82,154,1,1,2,0,0,0,0,0,25/04/2015,29/04/2015,Place of origin,No,House damaged / destroyed,,> 75%,No,None,None,More than 75%,None,None,None,None,None,Plastic sheeting,,Kitchen sets,,Blankets,,Yes,No,Off-site (<20 minutes),None,,Bottled water,,10-15 liters,None,,No latrines,0,No,No,No,No,Burning,,No,Unknown,No,No,Yes,Cash,,No,No,No,Diarrhea,,RTI,,Other,Stomach pain,No,,Unknown,Unknown,,No,No,Unknown,,,,None,,0.00%,No,No,No,No,No,,No,No,,,None,,No,None,,0,0,No,No,Unknown,,No,Yes,Yes,Yes,No lighting,Mobile phone,,Yes,Local Leaders,Shelter,,Yes,Site
21,Padma High School,2,25/05/2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6721,85.4284,Yes,,Pre identified site / Open Space,Transitional Centre,,25/04/2015,Unknown,No physical access,Public / Government,School,,Yes,<50%,Unknown,,,Unknown,,,,,,No,Yes,Local people,No,,Yes,Self,Yes,Self,Yes,Police,No,,Yes,Self,Bagmati,Bhaktapur,Bhaktapur Municipality,,Bagmati,Bhaktapur,Bhaktapur Municipality,,75,5,5,15,20,5,50,5,25,5,30,5,70,120,2,5,1,2,0,0,0,0,25/04/2015,12/5/15,Place of origin,No,Lack of food,,None,No,None,< 50%,< 25%,None,< 25%,< 25%,< 25%,None,Blankets,,Kitchen sets,,Plastic sheeting,,Yes,No,Off-site (<20 minutes),Water truck,,Water truck,,5-10 liters,None,,Not so good,2,No,No,Yes,No,Garbage pit,,Yes,Yes,No,"Yes, on-site",Yes,Cultivated,,No,Yes,Unknown,Diarrhea,,Diarrhea,,Diarrhea,,No,,Unknown,Unknown,,No,No,Unknown,,,,Craftsman,,0.00%,No,No,No,Yes,No,,No,Yes,,,Alcohol / Drug-related disturb,,No,None,,5,2,Yes,No,No,,Yes,Yes,Yes,Yes,"Yes, there is lighting and it is adequate",Social media,,No,,Shelter,,Yes,Priority site
22,Kamal Binayak (Sarswoti English School),2,23/05/2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6756,85.4367,Yes,,Pre identified site / Open Space,Transitional Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,<25%,Yes,,,No,,,,,,Unknown,Unknown,,Unknown,,Unknown,,No,,Unknown,,Unknown,,Unknown,,Bagmati,Bhaktapur,Bhaktapur Municipality,"1,2,3,4",,,,,180,0,48,60,360,12,480,24,48,156,384,24,636,1116,10,4,2,1,20,0,6,0,25/04/2015,20/05/2015,None (stay here),Yes,House damaged / destroyed,,> 75%,Unknown,None,None,< 25%,None,< 25%,< 50%,< 25%,None,Mosquito nets,,Blankets,,Bucket,,Yes,Yes,Off-site (<20 minutes),Water truck,,Water truck,,5-10 liters,taste,,Not so good,7,Yes,Yes,Yes,No,Burning,,Yes,None,Yes,"Yes, on-site",Yes,Distribution,,Yes,Yes,Yes,Diarrhea,,RTI,,Dysentery,,Yes,Yes,On-site (>3 km),Government,,Yes,Yes,On-site (>20 minutes),<50%,< 25%,Onsite,Agro-pastoralism,,0.00%,No,No,No,No,No,,Yes,Yes,Local authorities,,None,,Unknown,None,,0,0,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Local leader,,No,,Distribution,,Yes,Site
23,Adarsa Azad Higher Secondary School,2,22/05/2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6677,85.432,Yes,,Pre identified site / Open Space,Collective Settlement / Centre,,24/04/2015,Unknown,Yes,Public / Government,School,,No,,,,,No,,,,,,No,No,,No,,No,,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,,,,,,22,0,15,30,125,5,175,15,20,40,135,10,220,395,0,1,3,1,1,0,5,0,25/04/2015,12/5/15,Habitual resident,No,House damaged / destroyed,,> 75%,No,None,None,< 25%,< 75%,More than 75%,More than 75%,None,None,Mosquito nets,,Blankets,,Kitchen sets,,No,No,On-site (<20 minutes),unprotected well,,Water truck,,>15 liters,None,,Not so good,8,Yes,Yes,Yes,No,Other,Municipality,No,"Yes, but no soap / water inside",No,"Yes, off-site",Yes,Cash,,No,No,No,None,,None,,None,,Yes,Yes,On-site (<3 km),Local clinic,,Yes,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,Yes,No,,No,No,,,,,No,Not enough assistance for all entitled,,1,1,No,No,No,,No,Yes,Yes,Yes,No lighting,Radio / News,,Yes,Local Leaders,Distribution,,Yes,Site
24,Basu School,2,21/05/2015,Bagmati,Bhaktapur,Jhaukhel,27.6784,85.4293,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,Unknown,,,,,,No,No,,No,,No,,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,10,,,,,7,1,2,9,15,7,34,5,11,4,11,4,35,69,0,0,0,0,0,0,0,0,25/04/2015,24/05/2015,Habitual resident,Unknown,House damaged / destroyed,,< 50%,No,None,< 75%,< 75%,None,None,None,None,None,Plastic sheeting,,Blankets,,Kitchen sets,,No,No,On-site (<20 minutes),Other,Tap,Piped water supply,,no answer,odor/smell,,Not so good,1,Yes,Yes,No,No,Garbage pit,,Yes,"Yes, but no soap / water inside",No,"Yes, on-site",No,Cash,,No,No,No,Diarrhea,,RTI,,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,None,,0.00%,No,No,No,No,No,,No,No,,,None,,No,Unknown,,0,0,No,No,No,,Unknown,Yes,Yes,Yes,No lighting,Radio / News,,No,,Distribution,,Yes,Site
25,Bhaktapur Bahumukhi Campus,2,22/05/2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.67,85.4217,Yes,,Spontaneous,Collective Settlement / Centre,,14/05/2015,Unknown,Yes,Public / Government,Community Center,,Yes,<25%,Yes,,,Yes,Individual / Private,,,,,Yes,Yes,Leader,No,,Yes,Red cross society,No,,Yes,Leader,Yes,Leader,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"15,16,17",,,,,30,25,10,5,60,0,100,32,5,23,65,10,135,235,2,6,0,5,5,0,25,12,25/04/2015,15/05/2015,None (stay here),Yes,Lack of safety,,< 50%,No,None,< 50%,< 50%,None,None,None,None,None,Kitchen sets,,Blankets,,Mosquito nets,,Yes,Yes,Off-site (<20 minutes),Water truck,,Water truck,,5-10 liters,Odor / smell,,Good,3,Yes,Yes,No,No,Other,Co ordination with municipality,No,Yes,No,"Yes, off-site",Yes,Cash,,No,No,No,None,,None,,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,Yes,Yes,Kathmandu for daily wage labour,Yes,No,Local authorities,,,,Yes,Not enough assistance for all entitled,,2,2,Yes,No,No,,Yes,Yes,Yes,Yes,No lighting,Radio / News,,No,,Recovery plans,,Yes,Site
26,Bhelukhel,2,22/05/2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.669,85.4302,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,<25%,Yes,,,Yes,Individual / Private,,,,,Yes,Unknown,,No,,No,,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,11/12/15,Bagmati,Sindhupalchok,,,50,25,50,25,25,50,175,0,25,25,50,25,125,300,2,10,1,5,0,0,0,0,25/04/2015,25/05/2015,Habitual resident,Unknown,House damaged / destroyed,,> 75%,Yes,None,More than 75%,More than 75%,None,More than 75%,More than 75%,None,None,Plastic sheeting,,Kitchen sets,,Blankets,,No,Yes,On-site (<20 minutes),None,,Water truck,,10-15 liters,odor/smell,,Not so good,2,Yes,Yes,Yes,No,Garbage pit,,No,"Yes, but no soap / water inside",Yes,"Yes, on-site",Yes,Cash,,No,No,No,Diarrhea,,RTI,,Dysentery,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,No,No,,No,No,,,,,Yes,Fighting between recipients,,3,2,No,No,Unknown,,Unknown,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Local leader,,No,,Distribution,,No,Priority site
29,Khwopa College,2,24/05/2015,Bagmati,Bhaktapur,Jhaukhel,27.6775,85.4324,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,No,,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"5,9,10",Bagmati,Bhaktapur,Bhaktapur Municipality,5,90,75,78,76,103,201,533,88,95,48,106,79,416,949,1,0,1,0,0,0,0,0,25/04/2015,26/04/2015,Habitual resident,No,House damaged / destroyed,,> 75%,No,None,More than 75%,More than 75%,None,None,None,None,None,Plastic sheeting,,Kitchen sets,,Blankets,,No,No,Off-site (>20 minutes),Other,Lake,Water truck,,10-15 liters,odor/smell,,Good,20,Yes,No,Yes,No,Garbage pit,,No,Yes,Yes,No,Yes,Cash,,No,No,No,Diarrhea,,RTI,,Dysentery,,Yes,Unknown,Off-site (>3 km),Government,,No,No,Unknown,,,,None,,0.00%,No,No,No,No,No,,No,No,,,,,No,Unknown,,0,0,No,No,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Mobile phone,,,,Other,"Distribution, shelter",Yes,Priority site
30,Khwopa Engineering College,2,22/05/2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6709,85.4398,Yes,,Pre identified site / Open Space,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,<25%,Yes,,,No,,,,,,No,Yes,Community leader,Yes,Red cross society,Yes,Red cross society,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"6 ,5",,,,,90,0,50,30,80,0,160,0,20,60,100,0,180,340,7,7,3,2,14,0,0,0,25/04/2015,12/5/15,Habitual resident,No,House damaged / destroyed,,> 75%,No,None,None,< 25%,None,< 25%,None,None,<25%,Blankets,,Plastic sheeting,,Bucket,,Yes,Yes,On-site (<20 minutes),Other,Boring,Water truck,,>15 liters,None,,Good,7,Yes,Yes,Yes,No,Other,Pickup,No,"Yes, but no soap / water inside",No,No,Yes,Cash,,No,No,Yes,Other,Heart problem,Other,Injury,None,Stress,Yes,No,Off-site (<3 km),Local clinic,,No,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,No,No,,Yes,No,Community leaders,,,,Yes,None,,3,6,No,Unknown,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Mobile phone,,No,,Work opportunities,,Yes,Priority site
32,Maheshwori Football Ground,2,24/05/2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6699,85.4361,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,None,Yes,,,Yes,Individual / Private,,Maheshori keel maidan,No,No,No,Yes,Government,Yes,Government,Yes,China red cross,Yes,Leder,Yes,Government,Yes,Leder,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"6,2,7,",Bagmati,Bhaktapur,Bhaktapur Municipality,8,300,30,165,300,480,105,1080,30,60,195,600,75,960,2040,25,10,12,16,0,0,0,50,25/04/2015,5/5/15,Habitual resident,Unknown,House damaged / destroyed,,> 75%,No,None,More than 75%,None,None,More than 75%,More than 75%,None,None,Plastic sheeting,,Blankets,,Kitchen sets,,Yes,Yes,On-site (<20 minutes),Other,Lake,Water truck,,Unknown,odor/smell,,Not so good,12,Yes,Yes,Yes,No,Garbage pit,,No,"Yes, but no soap / water inside",No,No,No,Cash,,No,No,No,Diarrhea,,RTI,,Dysentery,,Yes,Yes,On-site (<3 km),International Organisation,,Yes,Yes,On-site (<20minutes),<50%,< 50%,Onsite,Agro-pastoralism,,0.00%,No,No,No,No,Unknown,,Yes,No,Police,,,,Yes,None,,5,0,No,No,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Local leader,,No,,Distribution,,Yes,Priority site
33,Nasamana,2,24/05/2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6706,85.4273,Yes,,Spontaneous,Transitional Centre,,25/04/2015,Unknown,No physical access,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,Yes,Government,No,,Yes,Own self,No,,No,,No,,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,13,Bagmati,Bhaktapur,Bhaktapur Municipality,12,14,8,12,15,11,9,55,12,18,20,21,16,87,142,0,0,0,0,0,0,0,0,25/04/2015,27/04/2015,Habitual resident,No,House damaged / destroyed,,< 25%,No,None,< 50%,< 50%,None,None,< 75%,None,None,Plastic sheeting,,Kitchen sets,,Blankets,,No,No,On-site (<20 minutes),Other,Lake,Water truck,,Unknown,odor/smell,,Not so good,2,No,No,No,No,Garbage pit,,Yes,"Yes, but no soap / water inside",No,"Yes, on-site",No,Cash,,No,No,No,Diarrhea,,RTI,,Dysentery,,Yes,No,Off-site (>3 km),Government,,No,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,No,No,,No,No,,,,,No,None,,0,0,No,No,Unknown,,No,No,No,No,Unknown,Mobile phone,,No,,None,,Yes,Site
34,Suryamadi,2,24/05/2015,Bagmati,Bhaktapur,Bhaktapur Municipality,27.6734,85.4375,Yes,,Spontaneous,Host Community,,25/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,Yes,Leder,Yes,Leder,Yes,Leder,Yes,Leder,Yes,Leder,Yes,Leder,No,,Bagmati,Bhaktapur,Bhaktapur Municipality,"1,3",,,,,70,50,65,90,105,25,335,40,45,40,45,15,185,520,0,3,3,0,0,0,0,0,25/04/2015,5/5/15,None (stay here),Unknown,House damaged / destroyed,,> 75%,No,None,< 75%,< 25%,None,< 75%,< 75%,None,None,Plastic sheeting,,Soap,,Blankets,,Yes,Yes,Off-site (>20 minutes),Water truck,,Water truck,,10-15 liters,None,,Good,4,No,Yes,Yes,No,Garbage pit,,No,None,Yes,"Yes, on-site",Yes,Cash,,No,No,No,None,,None,,None,,Yes,Yes,Off-site (>3 km),Government,,Yes,Yes,On-site (<20minutes),>75%,<75%,Onsite,Agro-pastoralism,,0.00%,No,No,Yes,Yes,No,,Yes,No,Police,,,,Unknown,Not enough assistance for all entitled,,0,0,Yes,Yes,No,,No,Yes,Yes,Yes,No lighting,Local leader,,No,,Recovery plans,,Yes,Priority site
